,Datetime1,DAYTON_MW,Datetime
3556,01,21.767,2022-06-01 04:00:00
3557,02,23.567,2022-06-01 05:00:00
3558,03,24.5,2022-06-01 06:00:00
3559,04,25.0,2022-06-01 07:00:00
3560,05,25.2,2022-06-01 08:00:00
3561,06,25.3,2022-06-01 09:00:00
3562,07,21.433,2022-06-01 10:00:00
3563,08,9.267,2022-06-01 11:00:00
3564,09,9.4,2022-06-01 12:00:00
3565,10,9.7,2022-06-01 13:00:00
3566,11,10.167,2022-06-01 14:00:00
3567,12,10.833,2022-06-01 15:00:00
3568,13,10.9,2022-06-01 16:00:00
3569,14,10.967,2022-06-01 17:00:00
3570,15,14.633,2022-06-01 18:00:00
3571,16,11.233,2022-06-01 19:00:00
3572,17,10.1,2022-06-01 20:00:00
3573,18,9.433,2022-06-01 21:00:00
3574,19,8.8,2022-06-01 22:00:00
3575,20,13.2,2022-06-01 23:00:00
3576,21,8.6,2022-06-02 00:00:00
3577,22,8.367,2022-06-02 01:00:00
3578,23,8.45,2022-06-02 02:00:00
3579,00,14.667,2022-06-02 03:00:00
3580,01,21.667,2022-06-02 04:00:00
3581,02,23.633,2022-06-02 05:00:00
3582,03,24.6,2022-06-02 06:00:00
3583,04,25.133,2022-06-02 07:00:00
3584,05,25.433,2022-06-02 08:00:00
3585,06,25.533,2022-06-02 09:00:00
3586,07,24.867,2022-06-02 10:00:00
3587,08,24.667,2022-06-02 11:00:00
3588,09,24.9,2022-06-02 12:00:00
3589,10,25.3,2022-06-02 13:00:00
3590,11,25.8,2022-06-02 14:00:00
3591,12,16.667,2022-06-02 15:00:00
3592,13,11.4,2022-06-02 16:00:00
3593,14,11.533,2022-06-02 17:00:00
3594,15,13.033,2022-06-02 18:00:00
3595,16,18.567,2022-06-02 19:00:00
3596,17,25.6,2022-06-02 20:00:00
3597,18,26.7,2022-06-02 21:00:00
3598,19,26.967,2022-06-02 22:00:00
3599,20,26.775,2022-06-02 23:00:00
3600,21,26.35,2022-06-03 00:00:00
3601,22,25.833,2022-06-03 01:00:00
3602,23,25.45,2022-06-03 02:00:00
3603,00,25.3,2022-06-03 03:00:00
3604,01,25.5,2022-06-03 04:00:00
3605,02,25.6,2022-06-03 05:00:00
3606,03,25.7,2022-06-03 06:00:00
3607,04,25.633,2022-06-03 07:00:00
3608,05,25.6,2022-06-03 08:00:00
3609,06,25.567,2022-06-03 09:00:00
3610,07,25.133,2022-06-03 10:00:00
3611,08,24.9,2022-06-03 11:00:00
3612,09,25.0,2022-06-03 12:00:00
3613,10,25.667,2022-06-03 13:00:00
3614,11,26.633,2022-06-03 14:00:00
3615,12,27.6,2022-06-03 15:00:00
3616,13,28.333,2022-06-03 16:00:00
3617,14,29.3,2022-06-03 17:00:00
3618,15,29.95,2022-06-03 18:00:00
3619,16,18.267,2022-06-03 19:00:00
3620,17,10.933,2022-06-03 20:00:00
3621,18,10.3,2022-06-03 21:00:00
3622,19,9.9,2022-06-03 22:00:00
3623,20,12.6,2022-06-03 23:00:00
3624,21,9.567,2022-06-04 00:00:00
3625,22,9.433,2022-06-04 01:00:00
3626,23,15.667,2022-06-04 02:00:00
3627,16,17.1,2022-06-04 03:00:00
3628,17,10.8,2022-06-04 04:00:00
3629,18,9.6,2022-06-04 05:00:00
3630,19,8.733,2022-06-04 06:00:00
3631,20,8.3,2022-06-04 07:00:00
3632,21,8.633,2022-06-04 08:00:00
3633,22,9.033,2022-06-04 09:00:00
3634,23,8.833,2022-06-04 10:00:00
3635,00,17.633,2022-06-04 11:00:00
3636,01,22.267,2022-06-04 12:00:00
3637,02,23.9,2022-06-04 13:00:00
3638,03,24.733,2022-06-04 14:00:00
3639,04,25.2,2022-06-04 15:00:00
3640,05,25.425,2022-06-04 16:00:00
3641,06,25.4,2022-06-04 17:00:00
3642,07,24.9,2022-06-04 18:00:00
3643,08,24.7,2022-06-04 19:00:00
3644,09,24.8,2022-06-04 20:00:00
3645,10,25.2,2022-06-04 21:00:00
3646,11,25.9,2022-06-04 22:00:00
3647,12,26.6,2022-06-04 23:00:00
3648,13,27.267,2022-06-05 00:00:00
3649,14,28.05,2022-06-05 01:00:00
3650,15,28.733,2022-06-05 02:00:00
3651,16,29.367,2022-06-05 03:00:00
3652,17,29.467,2022-06-05 04:00:00
3653,18,29.35,2022-06-05 05:00:00
3654,19,28.967,2022-06-05 06:00:00
3655,20,28.367,2022-06-05 07:00:00
3656,21,28.033,2022-06-05 08:00:00
3657,22,27.567,2022-06-05 09:00:00
3658,23,27.1,2022-06-05 10:00:00
3659,08,16.15,2022-06-05 11:00:00
3660,09,9.233,2022-06-05 12:00:00
3661,10,9.767,2022-06-05 13:00:00
3662,11,10.367,2022-06-05 14:00:00
3663,12,11.233,2022-06-05 15:00:00
3664,13,11.3,2022-06-05 16:00:00
3665,14,11.367,2022-06-05 17:00:00
3666,15,18.0,2022-06-05 18:00:00
3667,16,12.933,2022-06-05 19:00:00
3668,17,11.033,2022-06-05 20:00:00
3669,18,10.25,2022-06-05 21:00:00
3670,19,9.567,2022-06-05 22:00:00
3671,20,8.9,2022-06-05 23:00:00
3672,21,8.4,2022-06-06 00:00:00
3673,22,8.433,2022-06-06 01:00:00
3674,23,8.533,2022-06-06 02:00:00
3675,00,18.967,2022-06-06 03:00:00
3676,01,23.1,2022-06-06 04:00:00
3677,02,24.567,2022-06-06 05:00:00
3678,03,25.2,2022-06-06 06:00:00
3679,04,25.7,2022-06-06 07:00:00
3680,05,26.0,2022-06-06 08:00:00
3681,06,26.2,2022-06-06 09:00:00
3682,07,25.667,2022-06-06 10:00:00
3683,08,25.033,2022-06-06 11:00:00
3684,09,25.15,2022-06-06 12:00:00
3685,10,25.367,2022-06-06 13:00:00
3686,11,25.85,2022-06-06 14:00:00
3687,12,26.7,2022-06-06 15:00:00
3688,13,27.533,2022-06-06 16:00:00
3689,14,28.333,2022-06-06 17:00:00
3690,15,29.0,2022-06-06 18:00:00
3691,16,29.367,2022-06-06 19:00:00
3692,17,29.4,2022-06-06 20:00:00
3693,18,29.167,2022-06-06 21:00:00
3694,19,28.7,2022-06-06 22:00:00
3695,20,28.133,2022-06-06 23:00:00
3696,21,27.6,2022-06-07 00:00:00
3697,22,27.067,2022-06-07 01:00:00
3698,23,26.7,2022-06-07 02:00:00
3699,00,26.633,2022-06-07 03:00:00
3700,01,26.7,2022-06-07 04:00:00
3701,02,26.7,2022-06-07 05:00:00
3702,03,26.7,2022-06-07 06:00:00
3703,04,26.567,2022-06-07 07:00:00
3704,05,26.433,2022-06-07 08:00:00
3705,06,26.333,2022-06-07 09:00:00
3706,07,26.133,2022-06-07 10:00:00
3707,08,25.95,2022-06-07 11:00:00
3708,09,26.067,2022-06-07 12:00:00
3709,10,26.2,2022-06-07 13:00:00
3710,11,26.533,2022-06-07 14:00:00
3711,12,27.1,2022-06-07 15:00:00
3712,13,27.8,2022-06-07 16:00:00
3713,14,28.733,2022-06-07 17:00:00
3714,15,29.25,2022-06-07 18:00:00
3715,07,11.1,2022-06-07 19:00:00
3716,08,9.5,2022-06-07 20:00:00
3717,09,9.433,2022-06-07 21:00:00
3718,10,14.9,2022-06-07 22:00:00
3719,11,10.35,2022-06-07 23:00:00
3720,12,15.2,2022-06-08 00:00:00
3721,13,23.3,2022-06-08 01:00:00
3722,14,26.2,2022-06-08 02:00:00
3723,15,27.767,2022-06-08 03:00:00
3724,16,19.725,2022-06-08 04:00:00
3725,17,11.367,2022-06-08 05:00:00
3726,18,10.6,2022-06-08 06:00:00
3727,19,10.0,2022-06-08 07:00:00
3728,20,14.7,2022-06-08 08:00:00
3729,21,9.1,2022-06-08 09:00:00
3730,22,8.7,2022-06-08 10:00:00
3731,23,8.467,2022-06-08 11:00:00
3732,00,18.7,2022-06-08 12:00:00
3733,01,22.933,2022-06-08 13:00:00
3734,02,24.667,2022-06-08 14:00:00
3735,03,25.6,2022-06-08 15:00:00
3736,04,25.95,2022-06-08 16:00:00
3737,05,26.25,2022-06-08 17:00:00
3738,06,26.3,2022-06-08 18:00:00
3739,07,25.933,2022-06-08 19:00:00
3740,08,25.533,2022-06-08 20:00:00
3741,09,25.6,2022-06-08 21:00:00
3742,10,26.1,2022-06-08 22:00:00
3743,11,26.767,2022-06-08 23:00:00
3744,12,27.7,2022-06-09 00:00:00
3745,13,28.367,2022-06-09 01:00:00
3746,14,29.1,2022-06-09 02:00:00
3747,15,29.667,2022-06-09 03:00:00
3748,16,29.933,2022-06-09 04:00:00
3749,17,29.5,2022-06-09 05:00:00
3750,18,28.833,2022-06-09 06:00:00
3751,19,27.9,2022-06-09 07:00:00
3752,20,27.233,2022-06-09 08:00:00
3753,21,26.467,2022-06-09 09:00:00
3754,22,26.033,2022-06-09 10:00:00
3755,23,25.65,2022-06-09 11:00:00
3756,00,25.85,2022-06-09 12:00:00
3757,01,26.1,2022-06-09 13:00:00
3758,02,26.367,2022-06-09 14:00:00
3759,03,26.5,2022-06-09 15:00:00
3760,04,26.5,2022-06-09 16:00:00
3761,05,26.5,2022-06-09 17:00:00
3762,06,26.5,2022-06-09 18:00:00
3763,07,21.167,2022-06-09 19:00:00
3764,08,19.867,2022-06-09 20:00:00
3765,09,22.733,2022-06-09 21:00:00
3766,10,24.5,2022-06-09 22:00:00
3767,11,21.367,2022-06-09 23:00:00
3768,12,11.133,2022-06-10 00:00:00
3769,13,10.7,2022-06-10 01:00:00
3770,14,11.167,2022-06-10 02:00:00
3771,15,23.65,2022-06-10 03:00:00
3772,16,11.3,2022-06-10 04:00:00
3773,17,16.85,2022-06-10 05:00:00
3774,18,16.667,2022-06-10 06:00:00
3775,19,21.9,2022-06-10 07:00:00
3776,20,23.233,2022-06-10 08:00:00
3777,21,23.5,2022-06-10 09:00:00
3778,22,23.6,2022-06-10 10:00:00
3779,23,24.1,2022-06-10 11:00:00
3780,00,24.5,2022-06-10 12:00:00
3781,01,25.033,2022-06-10 13:00:00
3782,02,25.35,2022-06-10 14:00:00
3783,03,25.6,2022-06-10 15:00:00
3784,04,25.867,2022-06-10 16:00:00
3785,05,26.0,2022-06-10 17:00:00
3786,06,26.0,2022-06-10 18:00:00
3787,07,26.25,2022-06-10 19:00:00
3788,08,26.6,2022-06-10 20:00:00
3789,09,26.967,2022-06-10 21:00:00
3790,10,27.533,2022-06-10 22:00:00
3791,11,28.3,2022-06-10 23:00:00
3792,12,29.267,2022-06-11 00:00:00
3793,13,29.767,2022-06-11 01:00:00
3794,14,29.8,2022-06-11 02:00:00
3795,15,29.75,2022-06-11 03:00:00
3796,16,29.7,2022-06-11 04:00:00
3797,17,29.5,2022-06-11 05:00:00
3798,18,29.2,2022-06-11 06:00:00
3799,19,28.9,2022-06-11 07:00:00
3800,20,28.6,2022-06-11 08:00:00
3801,21,28.35,2022-06-11 09:00:00
3802,22,28.1,2022-06-11 10:00:00
3803,23,27.8,2022-06-11 11:00:00
3804,00,27.6,2022-06-11 12:00:00
3805,01,27.433,2022-06-11 13:00:00
3806,02,27.267,2022-06-11 14:00:00
3807,03,27.167,2022-06-11 15:00:00
3808,04,27.0,2022-06-11 16:00:00
3809,05,23.3,2022-06-11 17:00:00
3810,06,16.1,2022-06-11 18:00:00
3811,07,10.9,2022-06-11 19:00:00
3812,08,18.533,2022-06-11 20:00:00
3813,09,22.1,2022-06-11 21:00:00
3814,10,22.9,2022-06-11 22:00:00
3815,08,10.45,2022-06-11 23:00:00
3816,09,9.267,2022-06-12 00:00:00
3817,10,15.067,2022-06-12 01:00:00
3818,11,21.833,2022-06-12 02:00:00
3819,12,23.967,2022-06-12 03:00:00
3820,13,25.033,2022-06-12 04:00:00
3821,14,25.7,2022-06-12 05:00:00
3822,15,26.4,2022-06-12 06:00:00
3823,16,26.8,2022-06-12 07:00:00
3824,17,26.867,2022-06-12 08:00:00
3825,18,26.7,2022-06-12 09:00:00
3826,19,26.333,2022-06-12 10:00:00
3827,20,25.8,2022-06-12 11:00:00
3828,21,25.233,2022-06-12 12:00:00
3829,22,24.733,2022-06-12 13:00:00
3830,23,24.3,2022-06-12 14:00:00
3831,00,24.267,2022-06-12 15:00:00
3832,01,24.7,2022-06-12 16:00:00
3833,02,25.133,2022-06-12 17:00:00
3834,03,25.4,2022-06-12 18:00:00
3835,04,25.5,2022-06-12 19:00:00
3836,05,25.6,2022-06-12 20:00:00
3837,06,25.567,2022-06-12 21:00:00
3838,07,25.033,2022-06-12 22:00:00
3839,08,24.667,2022-06-12 23:00:00
3840,09,24.775,2022-06-13 00:00:00
3841,10,25.133,2022-06-13 01:00:00
3842,11,25.7,2022-06-13 02:00:00
3843,12,26.3,2022-06-13 03:00:00
3844,13,26.833,2022-06-13 04:00:00
3845,14,27.4,2022-06-13 05:00:00
3846,15,27.8,2022-06-13 06:00:00
3847,16,27.933,2022-06-13 07:00:00
3848,17,28.067,2022-06-13 08:00:00
3849,18,28.0,2022-06-13 09:00:00
3850,19,27.6,2022-06-13 10:00:00
3851,20,27.133,2022-06-13 11:00:00
3852,21,26.7,2022-06-13 12:00:00
3853,22,26.267,2022-06-13 13:00:00
3854,23,25.767,2022-06-13 14:00:00
3855,00,25.5,2022-06-13 15:00:00
3856,01,25.767,2022-06-13 16:00:00
3857,02,25.933,2022-06-13 17:00:00
3858,03,26.0,2022-06-13 18:00:00
3859,04,26.0,2022-06-13 19:00:00
3860,05,25.9,2022-06-13 20:00:00
3861,06,25.8,2022-06-13 21:00:00
3862,07,20.3,2022-06-13 22:00:00
3863,08,9.733,2022-06-13 23:00:00
3864,09,9.733,2022-06-14 00:00:00
3865,10,10.033,2022-06-14 01:00:00
3866,11,10.7,2022-06-14 02:00:00
3867,12,13.075,2022-06-14 03:00:00
3868,13,11.5,2022-06-14 04:00:00
3869,14,11.5,2022-06-14 05:00:00
3870,15,11.933,2022-06-14 06:00:00
3871,16,19.567,2022-06-14 07:00:00
3872,17,24.567,2022-06-14 08:00:00
3873,18,25.3,2022-06-14 09:00:00
3874,19,25.6,2022-06-14 10:00:00
3875,20,25.633,2022-06-14 11:00:00
3876,21,25.4,2022-06-14 12:00:00
3877,22,25.1,2022-06-14 13:00:00
3878,23,24.733,2022-06-14 14:00:00
3879,00,24.767,2022-06-14 15:00:00
3880,01,25.1,2022-06-14 16:00:00
3881,02,25.35,2022-06-14 17:00:00
3882,03,25.567,2022-06-14 18:00:00
3883,04,25.633,2022-06-14 19:00:00
3884,05,25.7,2022-06-14 20:00:00
3885,06,25.7,2022-06-14 21:00:00
3886,07,18.2,2022-06-14 22:00:00
3887,08,10.2,2022-06-14 23:00:00
3888,09,10.133,2022-06-15 00:00:00
3889,10,10.267,2022-06-15 01:00:00
3890,11,10.467,2022-06-15 02:00:00
3891,12,11.033,2022-06-15 03:00:00
3892,13,11.1,2022-06-15 04:00:00
3893,14,11.533,2022-06-15 05:00:00
3894,15,11.5,2022-06-15 06:00:00
3895,16,10.933,2022-06-15 07:00:00
3896,17,10.767,2022-06-15 08:00:00
3897,18,10.067,2022-06-15 09:00:00
3898,19,9.5,2022-06-15 10:00:00
3899,20,9.2,2022-06-15 11:00:00
3900,21,9.133,2022-06-15 12:00:00
3901,22,8.8,2022-06-15 13:00:00
3902,23,8.65,2022-06-15 14:00:00
3903,00,14.45,2022-06-15 15:00:00
3904,01,21.067,2022-06-15 16:00:00
3905,02,23.333,2022-06-15 17:00:00
3906,03,24.433,2022-06-15 18:00:00
3907,04,25.067,2022-06-15 19:00:00
3908,05,25.5,2022-06-15 20:00:00
3909,06,25.633,2022-06-15 21:00:00
3910,07,20.067,2022-06-15 22:00:00
3911,08,10.067,2022-06-15 23:00:00
3912,09,10.233,2022-06-16 00:00:00
3913,10,10.333,2022-06-16 01:00:00
3914,11,14.15,2022-06-16 02:00:00
3915,12,10.933,2022-06-16 03:00:00
3916,13,10.733,2022-06-16 04:00:00
3917,14,10.833,2022-06-16 05:00:00
3918,15,11.1,2022-06-16 06:00:00
3919,16,10.967,2022-06-16 07:00:00
3920,17,10.533,2022-06-16 08:00:00
3921,18,10.267,2022-06-16 09:00:00
3922,19,9.9,2022-06-16 10:00:00
3923,20,9.65,2022-06-16 11:00:00
3924,21,9.8,2022-06-16 12:00:00
3925,22,9.375,2022-06-16 13:00:00
3926,23,9.133,2022-06-16 14:00:00
3927,00,15.233,2022-06-16 15:00:00
3928,01,21.967,2022-06-16 16:00:00
3929,02,23.8,2022-06-16 17:00:00
3930,03,24.733,2022-06-16 18:00:00
3931,04,25.267,2022-06-16 19:00:00
3932,05,25.55,2022-06-16 20:00:00
3933,06,25.767,2022-06-16 21:00:00
3934,07,25.967,2022-06-16 22:00:00
3935,08,26.3,2022-06-16 23:00:00
3936,09,26.933,2022-06-17 00:00:00
3937,10,27.767,2022-06-17 01:00:00
3938,11,28.533,2022-06-17 02:00:00
3939,12,29.7,2022-06-17 03:00:00
3940,13,30.1,2022-06-17 04:00:00
3941,14,30.767,2022-06-17 05:00:00
3942,15,31.4,2022-06-17 06:00:00
3943,16,31.667,2022-06-17 07:00:00
3944,17,31.8,2022-06-17 08:00:00
3945,18,31.633,2022-06-17 09:00:00
3946,19,31.3,2022-06-17 10:00:00
3947,20,30.9,2022-06-17 11:00:00
3948,21,30.5,2022-06-17 12:00:00
3949,22,29.667,2022-06-17 13:00:00
3950,23,25.833,2022-06-17 14:00:00
3951,00,27.933,2022-06-17 15:00:00
3952,01,29.0,2022-06-17 16:00:00
3953,02,28.8,2022-06-17 17:00:00
3954,03,28.55,2022-06-17 18:00:00
3955,04,28.3,2022-06-17 19:00:00
3956,05,28.0,2022-06-17 20:00:00
3957,06,27.767,2022-06-17 21:00:00
3958,07,21.833,2022-06-17 22:00:00
3959,08,10.767,2022-06-17 23:00:00
3960,09,10.8,2022-06-18 00:00:00
3961,10,10.8,2022-06-18 01:00:00
3962,11,10.967,2022-06-18 02:00:00
3963,12,11.1,2022-06-18 03:00:00
3964,13,11.2,2022-06-18 04:00:00
3965,14,11.075,2022-06-18 05:00:00
3966,15,11.167,2022-06-18 06:00:00
3967,16,14.067,2022-06-18 07:00:00
3968,17,22.467,2022-06-18 08:00:00
3969,18,24.133,2022-06-18 09:00:00
3970,19,24.567,2022-06-18 10:00:00
3971,20,24.55,2022-06-18 11:00:00
3972,21,24.467,2022-06-18 12:00:00
3973,22,24.3,2022-06-18 13:00:00
3974,23,24.2,2022-06-18 14:00:00
3975,00,24.2,2022-06-18 15:00:00
3976,01,24.667,2022-06-18 16:00:00
3977,02,25.0,2022-06-18 17:00:00
3978,03,25.3,2022-06-18 18:00:00
3979,04,25.45,2022-06-18 19:00:00
3980,05,25.533,2022-06-18 20:00:00
3981,06,25.633,2022-06-18 21:00:00
3982,07,20.633,2022-06-18 22:00:00
3983,08,10.033,2022-06-18 23:00:00
3984,09,10.0,2022-06-19 00:00:00
3985,10,10.1,2022-06-19 01:00:00
3986,11,11.167,2022-06-19 02:00:00
3987,12,11.5,2022-06-19 03:00:00
3988,13,11.333,2022-06-19 04:00:00
3989,14,10.9,2022-06-19 05:00:00
3990,15,10.633,2022-06-19 06:00:00
3991,16,10.733,2022-06-19 07:00:00
3992,17,10.65,2022-06-19 08:00:00
3993,18,10.667,2022-06-19 09:00:00
3994,19,10.5,2022-06-19 10:00:00
3995,20,10.767,2022-06-19 11:00:00
3996,21,10.167,2022-06-19 12:00:00
3997,22,9.9,2022-06-19 13:00:00
3998,23,9.733,2022-06-19 14:00:00
3999,00,29.333,2022-06-19 15:00:00
4000,01,29.55,2022-06-19 16:00:00
4001,02,28.6,2022-06-19 17:00:00
4002,03,27.533,2022-06-19 18:00:00
4003,04,26.8,2022-06-19 19:00:00
4004,05,26.233,2022-06-19 20:00:00
4005,06,25.833,2022-06-19 21:00:00
4006,07,18.0,2022-06-19 22:00:00
4007,08,9.0,2022-06-19 23:00:00
4008,09,9.15,2022-06-20 00:00:00
4009,10,10.2,2022-06-20 01:00:00
4010,11,10.233,2022-06-20 02:00:00
4011,12,10.333,2022-06-20 03:00:00
4012,13,10.3,2022-06-20 04:00:00
4013,14,10.367,2022-06-20 05:00:00
4014,15,10.333,2022-06-20 06:00:00
4015,16,10.2,2022-06-20 07:00:00
4016,17,10.0,2022-06-20 08:00:00
4017,18,9.6,2022-06-20 09:00:00
4018,19,9.333,2022-06-20 10:00:00
4019,20,9.2,2022-06-20 11:00:00
4020,21,9.2,2022-06-20 12:00:00
4021,22,9.133,2022-06-20 13:00:00
4022,23,8.9,2022-06-20 14:00:00
4023,00,17.067,2022-06-20 15:00:00
4024,01,22.1,2022-06-20 16:00:00
4025,02,23.767,2022-06-20 17:00:00
4026,03,24.467,2022-06-20 18:00:00
4027,04,24.8,2022-06-20 19:00:00
4028,05,25.0,2022-06-20 20:00:00
4029,06,25.0,2022-06-20 21:00:00
4030,07,20.233,2022-06-20 22:00:00
4031,08,10.167,2022-06-20 23:00:00
4032,09,9.833,2022-06-21 00:00:00
4033,10,10.233,2022-06-21 01:00:00
4034,11,10.7,2022-06-21 02:00:00
4035,12,10.667,2022-06-21 03:00:00
4036,13,10.967,2022-06-21 04:00:00
4037,14,10.7,2022-06-21 05:00:00
4038,15,10.233,2022-06-21 06:00:00
4039,16,9.9,2022-06-21 07:00:00
4040,17,9.767,2022-06-21 08:00:00
4041,18,9.633,2022-06-21 09:00:00
4042,19,9.8,2022-06-21 10:00:00
4043,20,9.533,2022-06-21 11:00:00
4044,21,9.667,2022-06-21 12:00:00
4045,22,9.767,2022-06-21 13:00:00
4046,23,9.5,2022-06-21 14:00:00
4047,00,17.667,2022-06-21 15:00:00
4048,01,23.067,2022-06-21 16:00:00
4049,02,24.367,2022-06-21 17:00:00
4050,03,24.867,2022-06-21 18:00:00
4051,04,25.067,2022-06-21 19:00:00
4052,05,25.1,2022-06-21 20:00:00
4053,06,25.033,2022-06-21 21:00:00
4054,07,19.467,2022-06-21 22:00:00
4055,08,9.6,2022-06-21 23:00:00
4056,09,10.367,2022-06-22 00:00:00
4057,10,10.7,2022-06-22 01:00:00
4058,11,10.533,2022-06-22 02:00:00
4059,12,10.067,2022-06-22 03:00:00
4060,13,10.467,2022-06-22 04:00:00
4061,14,11.233,2022-06-22 05:00:00
4062,15,11.4,2022-06-22 06:00:00
4063,16,11.633,2022-06-22 07:00:00
4064,17,10.4,2022-06-22 08:00:00
4065,18,10.333,2022-06-22 09:00:00
4066,19,10.0,2022-06-22 10:00:00
4067,20,9.667,2022-06-22 11:00:00
4068,21,8.967,2022-06-22 12:00:00
4069,22,8.567,2022-06-22 13:00:00
4070,23,8.433,2022-06-22 14:00:00
4071,00,9.067,2022-06-22 15:00:00
4072,01,9.033,2022-06-22 16:00:00
4073,02,9.2,2022-06-22 17:00:00
4074,03,9.05,2022-06-22 18:00:00
4075,04,12.0,2022-06-22 19:00:00
4076,05,9.0,2022-06-22 20:00:00
4077,06,9.033,2022-06-22 21:00:00
4078,07,8.967,2022-06-22 22:00:00
4079,08,9.633,2022-06-22 23:00:00
4080,09,9.533,2022-06-23 00:00:00
4081,10,9.933,2022-06-23 01:00:00
4082,11,9.967,2022-06-23 02:00:00
4083,12,10.05,2022-06-23 03:00:00
4084,13,9.533,2022-06-23 04:00:00
4085,14,9.2,2022-06-23 05:00:00
4086,15,8.967,2022-06-23 06:00:00
4087,16,8.9,2022-06-23 07:00:00
4088,17,9.1,2022-06-23 08:00:00
4089,18,8.6,2022-06-23 09:00:00
4090,19,8.333,2022-06-23 10:00:00
4091,20,8.333,2022-06-23 11:00:00
4092,21,9.85,2022-06-23 12:00:00
4093,22,8.85,2022-06-23 13:00:00
4094,23,8.667,2022-06-23 14:00:00
4095,00,8.767,2022-06-23 15:00:00
4096,01,8.767,2022-06-23 16:00:00
4097,02,8.733,2022-06-23 17:00:00
4098,03,8.633,2022-06-23 18:00:00
4099,04,8.65,2022-06-23 19:00:00
4100,05,8.633,2022-06-23 20:00:00
4101,06,8.633,2022-06-23 21:00:00
4102,07,8.85,2022-06-23 22:00:00
4103,08,9.533,2022-06-23 23:00:00
4104,09,10.067,2022-06-24 00:00:00
4105,10,11.167,2022-06-24 01:00:00
4106,11,11.275,2022-06-24 02:00:00
4107,12,11.433,2022-06-24 03:00:00
4108,13,12.033,2022-06-24 04:00:00
4109,14,12.1,2022-06-24 05:00:00
4110,15,11.333,2022-06-24 06:00:00
4111,16,11.633,2022-06-24 07:00:00
4112,17,18.6,2022-06-24 08:00:00
4113,18,18.0,2022-06-24 09:00:00
4114,19,15.5,2022-06-24 10:00:00
4115,20,10.367,2022-06-24 11:00:00
4116,21,10.025,2022-06-24 12:00:00
4117,22,9.833,2022-06-24 13:00:00
4118,23,9.7,2022-06-24 14:00:00
4119,00,9.567,2022-06-24 15:00:00
4120,01,9.333,2022-06-24 16:00:00
4121,02,9.167,2022-06-24 17:00:00
4122,03,9.0,2022-06-24 18:00:00
4123,04,8.767,2022-06-24 19:00:00
4124,05,8.6,2022-06-24 20:00:00
4125,06,8.7,2022-06-24 21:00:00
4126,07,8.667,2022-06-24 22:00:00
4127,08,8.6,2022-06-24 23:00:00
4128,09,9.067,2022-06-25 00:00:00
4129,10,9.667,2022-06-25 01:00:00
4130,11,10.433,2022-06-25 02:00:00
4131,12,10.8,2022-06-25 03:00:00
4132,13,11.067,2022-06-25 04:00:00
4133,14,10.833,2022-06-25 05:00:00
4134,15,10.933,2022-06-25 06:00:00
4135,16,10.65,2022-06-25 07:00:00
4136,17,10.267,2022-06-25 08:00:00
4137,18,9.4,2022-06-25 09:00:00
4138,19,8.567,2022-06-25 10:00:00
4139,20,8.367,2022-06-25 11:00:00
4140,21,8.267,2022-06-25 12:00:00
4141,22,8.25,2022-06-25 13:00:00
4142,23,8.333,2022-06-25 14:00:00
4143,00,8.967,2022-06-25 15:00:00
4144,01,8.867,2022-06-25 16:00:00
4145,02,8.867,2022-06-25 17:00:00
4146,03,8.9,2022-06-25 18:00:00
4147,04,8.733,2022-06-25 19:00:00
4148,05,8.6,2022-06-25 20:00:00
4149,06,8.767,2022-06-25 21:00:00
4150,07,8.3,2022-06-25 22:00:00
4151,08,8.667,2022-06-25 23:00:00
4152,09,9.067,2022-06-26 00:00:00
4153,10,9.2,2022-06-26 01:00:00
4154,11,9.367,2022-06-26 02:00:00
4155,12,9.133,2022-06-26 03:00:00
4156,13,9.333,2022-06-26 04:00:00
4157,14,9.2,2022-06-26 05:00:00
4158,15,9.033,2022-06-26 06:00:00
4159,16,8.733,2022-06-26 07:00:00
4160,17,8.7,2022-06-26 08:00:00
4161,18,8.433,2022-06-26 09:00:00
4162,19,8.233,2022-06-26 10:00:00
4163,20,8.0,2022-06-26 11:00:00
4164,21,8.133,2022-06-26 12:00:00
4165,22,8.0,2022-06-26 13:00:00
4166,23,8.233,2022-06-26 14:00:00
4167,00,8.567,2022-06-26 15:00:00
4168,01,8.7,2022-06-26 16:00:00
4169,02,8.7,2022-06-26 17:00:00
4170,03,8.633,2022-06-26 18:00:00
4171,04,8.8,2022-06-26 19:00:00
4172,05,8.733,2022-06-26 20:00:00
4173,06,8.8,2022-06-26 21:00:00
4174,07,8.433,2022-06-26 22:00:00
4175,08,8.2,2022-06-26 23:00:00
4176,09,8.533,2022-06-27 00:00:00
4177,10,8.667,2022-06-27 01:00:00
4178,11,8.667,2022-06-27 02:00:00
4179,12,9.05,2022-06-27 03:00:00
4180,13,9.1,2022-06-27 04:00:00
4181,14,8.767,2022-06-27 05:00:00
4182,15,8.167,2022-06-27 06:00:00
4183,16,8.2,2022-06-27 07:00:00
4184,17,8.167,2022-06-27 08:00:00
4185,18,8.1,2022-06-27 09:00:00
4186,19,7.967,2022-06-27 10:00:00
4187,20,7.633,2022-06-27 11:00:00
4188,21,7.6,2022-06-27 12:00:00
4189,22,7.7,2022-06-27 13:00:00
4190,23,7.733,2022-06-27 14:00:00
